資料比對,分機號碼,線組編號,使用單位,裝機位置,分機種類,副機數量,G450 Port,對應DID號碼,拆遷記錄,備註
●,3583,330E - 221,F322,第二資訊大樓一樓102室,甲機,2,018V708,0,103.02.14申遷；94.03.25更甲及增副機2部,
●,5191,330E - 222,F322,第二資訊大樓一樓102室,甲機,0,019V323,0,103.02.14申遷；93.10.05裝；97.03.13遷；97.05.29更F33,
●,5107,330E - 223,F315,第一資訊大樓三樓309室,甲機,0,011V621,0,,
●,5908,330E - 224,F322,第一資訊大樓三樓309室,甲機,0,019V523,0,1001019新裝；1020123更甲,
●,5108,330E - 225,F315,第一資訊大樓三樓309室,甲機,0,013V307,0,,
●,2053,330E - 226,F31,第一資訊大樓,甲機,2,018V506,0,,
●,5195,330E - 120,F321,第一資訊大樓一樓西北側辦公室,甲機,3,020V407,0,,
●,2058,330E - 228,F31,第二資訊大樓五樓機房,甲機,2,018V508,0,93.08拆副,制度工程組
●,5697,330E - 23,馬來西亞,,甲機,0,015V119,0,103.10.31,VoIP
●,3945,330E - 231,F33,#2 EDP 106R,甲機,1,019V306,0,,
●,3371,330E - 232,F321,第一資訊大樓一樓 116室,甲機,1,018V702,0,93.08拆副,
●,5909,330E - 233,F340,第一資訊大樓二樓210室,甲機,0,019V524,0,1001019新裝；1020123更甲,
●,3817,330E - 234,F3,第一資訊大樓二樓 109室,甲機,0,020V316,8051268,,傳真機  8051268
●,2695,330E - 235,F342,第一資訊大樓二樓210室,甲機,1,018V602,0,92.01.07新裝；93.08拆副,
●,6519,330E - 236,F322,#1 EDP 3F,乙機,0,012V120,0,,
●,2059,330E - 237,F31,第一資訊大樓三樓,甲機,1,018V509,0,92.01.07新裝,制度工程組
●,6520,330E - 238,F322,#1 EDP 4F,乙機,0,012V121,0,,
●,6047,330E - 239,F322,第一資訊大樓四樓403室,甲機,3,019V614,0,103.02.05申1甲；,
●,5758,330E - 24,中利凱瑞,重慶中利凱瑞汽車部件(IPVPN-2M),甲機,0,024V317,0,105.09.05-F3申請,
●,2639,330E - 240,F321,第一資訊大樓二樓210室,甲機,0,018V518,0,93.7.29改甲種；99.01.12拆副及遷；1020410遷,
●,5105,330E - 241,F321,第一資訊大樓一樓北側 121室,甲機,1,019V315,0,92.06.02增副,
●,5106,330E - 242,F331,第一資訊大樓三樓307室,甲機,2,019V316,0,76.4.16遷；93.08拆副,
●,3365,330E - 243,F312,第一資訊大樓三樓309室,甲機,0,018V701,0,103.02.05申1甲；95.07.04裝；96.08.20拆控；96.09.26新裝,原V5；網優
●,5196,330E - 244,F315,第一資訊大樓三樓309室,甲機,0,021V519,0,,
●,5197,330E - 246,F315,第一資訊大樓三樓309室,未分類,0,022V703,0,,
●,3946,330E - 247,F321,第一資訊大樓一樓 116室,甲機,2,019V307,0,,
●,3596,"330E - 248
330E - 48",F331,"第一資訊大樓三樓 306室
#2EDP大樓",甲機,1,018V710,0,,
●,6137,330E - 249,F315,第一資訊大樓三樓309室,甲機,1,009V401,0,93.11.26增副；94.01.07增副,
●,5759,330E - 25,中利凱瑞,重慶中利凱瑞汽車部件(IPVPN-2M),甲機,0,002V314,0,105.09.05-F3申請,
●,6521,330E - 250,F322,#1 EDP 4F,乙機,0,012V122,0,,
●,3199,330E - 251,F322,第一資訊大樓四樓中冠K31部門,乙機,0,022V617,0,103.09.29申乙；,
●,5181,330E - 252,F315,第一資訊大樓三樓309室,甲機,0,019V320,0,93.10.05裝；93.11.17遷；96.06.27遷及拆副；97.03.13遷,
●,5183,330E - 253,F342,第一資訊大樓二樓210室,甲機,1,019V321,0,93.10.05裝；93.11.17遷；96.06.27遷及拆副；97.03.13遷,
●,5190,330E - 254,F315,第一資訊大樓三樓309室,甲機,0,019V322,0,103.02.19申1甲；93.10.05裝；97.03.13遷,
●,6956,330E - 255,F342,第一資訊大樓二樓210室,甲機,0,020V313,0,103.02.19申1甲；92.11.21新裝並增副；93.11.17遷；97.03.13遷,
●,5192,330E - 257,F344,第一資訊大樓二樓210室,甲機,0,019V324,0,93.10.05裝；96.06.27拆副1；97.03.13遷；97.05.29拆副,
●,6084,330E - 261,F322,第一資訊大樓四樓403室,甲機,0,003V406,0,103.02.05申甲；,
●,6090,330E - 262,F312,第一資訊大樓三樓309室,甲機,1,019V619,0,103.02.05申甲；92.11.21新裝,
●,6888,330E - 263,F3 A,第一資訊大樓二樓副處長室 208,甲機,0,020V309,0,92.11.21新裝；93.11.17遷；96.02.26更F3及增副；97.04.11拆副,
●,3652,330E - 264,F322,第一資訊大樓,乙機,0,017V519,0,105.04.08申乙；,
●,3878,330E - 265,F322,第一資訊大樓,乙機,0,021V511,0,105.04.08申乙；,
●,3928,330E - 266                   ,F344,第一資訊大樓二樓210室,甲機,2,019V302,0,92.06.02增副,
●,6091,330E - 268,F312,第一資訊大樓三樓309室,甲機,0,019V620,0,103.02.05申甲；92.11.21新裝,
●,6661,"330E - 27
330E - 106",F31,第一、二資訊大樓1F,乙機,1,008V410,0,,
●,3809,330E - 270,F342,第一資訊大樓二樓214室,甲機,0,019V205,0,1000615更甲,
●,3355,330E - 271,F344,第一資訊大樓二樓210室,甲機,1,018V624,0,95.07.04裝；96.08.20拆控；96.09.26新裝,原V5；網優
●,2782,330E - 272,F322,F3第一資訊大樓,甲機,0,013V220,0,104.12.15申甲；,
●,3952,330E - 273,F34,第一資訊大樓二樓組長室205室,甲機,0,019V309,0,91.07.08新裝；92.11.21遷；93.11.17遷；97.03.13遷,
●,5111,330E - 274,F321,第一資訊大樓一樓 116室,甲機,0,019V317,0,,股東會用
●,5133,"330E - 275
330E - 49",F332,"第一資訊大樓三樓 306室
#2EDP大樓",甲機,1,019V318,0,,
●,3953,330E - 276,F342,第一資訊大樓二樓210室,甲機,0,019V310,0,91.07.08新裝；92.11.21遷；93.11.17遷；97.03.13遷,
●,3190,330E - 277,F315,第一資訊大樓3F-309,乙機,0,007V212,0,105.02.15申乙；104.10拆回；103.04.03申1甲；99.01.12拆副1,103.04.03 新DID:8051589/DID:8051228
●,6854,330E - 278,F322,第一資訊大樓2F-210室,乙機,0,020V317,0,105.02.23申乙；,
●,6530,330E - 279,F322,第一資訊大樓210R,乙機,0,012V207,0,,
●,5690,330E - 28,越住金,二行四樓---直撥5690通至越南住金公司,甲機,0,019V508,0,98.08.25,VoIP
●,2054,330E - 280,F321,第一資訊大樓一樓 ,甲機,2,018V507,0,94.03.25拆副,
●,5258,330E - 282,C340,40庫後段辦公室,甲機,1,019V401,0,103.04.10申遷；94.09.15新裝；1021125遷,天車定位、支援中冠
●,2662,330E - 283,F321,第一資訊大樓一樓 116室,甲機,1,018V521,0,,
●,2050,330E - 284,F3A,第二資訊大樓五樓副處長室 ,甲機,0,018V505,0,1021029刪DID,F3副處長
●,2049,330E - 285,F321,第二資訊大樓一樓辦公室,甲機,1,018V504,0,,作業管制組
●,6203,330E - 286,F312,第一資訊大樓三樓309室,甲機,0,019V815,0,103.02.05申甲；94.03.21新裝；96.05.29拆控；96.08.02新裝；96.08.14加DID；98.09.09遷,
●,6105,330E - 287,F312,第一資訊大樓三樓309室,甲機,0,019V622,0,103.02.05申甲；93.01.15新裝,
●,6887,330E - 288,F342,第一資訊大樓二樓210室,甲機,0,020V308,0,92.11.21新裝並增副；96.06.27拆副；97.03.13遷,
●,6188,330E - 289,F312,第一資訊大樓三樓309室,甲機,0,019V807,0,103.02.05申甲；98.09.09遷,
●,5691,330E - 29,越住金,二行四樓---5690再撥1再撥207---張城鍾,甲機,0,019V509,0,98.08.26,VoIP
●,3947,330E - 291,F342,第一資訊大樓二樓210室,甲機,2,019V221,0,,
●,6890,330E - 292,F322,第一資訊大樓三樓 309室,甲機,0,020V310,0,92.11.21新裝並增副；93.11.17遷；97.03.13遷；97.05.29更F33,
●,6955,330E - 293,F344,第一資訊大樓二樓210室,甲機,0,020V312,0,92.11.21新裝並增副；93.11.17遷；96.06.27拆副；97.03.13遷,
●,5403,330E - 294,C34,F3大樓4F/40庫後段辦公室,甲機,0,019V413,0,103.04.10申遷；95.08.11裝；1021125遷,天車定位、支援中冠
●,5494,330E - 295,F322,第一資訊大樓,乙機,0,018V102,0,105.04.08申乙；,
●,5495,330E - 296,F322,第一資訊大樓,乙機,0,007V611,0,105.04.08申乙；,
●,6957,330E - 298,F342,第一資訊大樓二樓210室,甲機,1,020V314,0,92.11.21新裝並增副；93.11.17遷；97.03.13遷,
●,6958,330E - 299,F342,第一資訊大樓二樓210室,甲機,1,020V315,0,97.03.13遷,
●,3943,330E - 3,F322,第二資訊大樓三樓機房,乙機,0,019V305,0,,無線話機
●,5692,330E - 30,越住金,二行四樓---CHECK有否使用者,甲機,0,019V510,0,98.08.27,VoIP
,6905,330E - 300,Y92,E（東門）空氣品質測站,甲機,0,020V311,0,,
●,5693,330E - 31,越住金,二行四樓---直撥5693通至越南住金公司,甲機,0,019V511,0,98.08.28,VoIP
●,5198,"330E - 34
330E - 260",F322,第一資訊大樓四樓403室,甲機,1,023V813,0,104.12.15增1副；,
●,5967,330E - 35,越住金,VOIP用/CSC→CSVC胡志明市辦事處,甲機,0,019V606,0,102.04.10新裝,VOIP/F3陳俊良申請
●,2348,330E - 36,F322,第二資訊大樓 一樓102室,甲機,2,018V514,0,93.08.09裝；97.02.29遷,
●,2538,330E - 37,F322,第二資訊大樓 一樓102室,甲機,1,018V517,0,103.09.02改甲；97.02.29遷,
●,5966,330E - 38,越住金,VOIP用/CSC→CSVC胡志明市辦事處,甲機,0,019V605,0,102.04.10新裝,VOIP/F3陳俊良申請
●,5694,330E - 39,馬來西亞,,甲機,0,009V521,0,103.10.31,VoIP
●,5293,"330E - 4
330E - 116",F321,第一資訊大樓一樓121室,乙機,1,019V405,0,103.05.13申1副；94.11.30裝,華經工程師專線-主電腦磁碟機備援系統
●,5968,330E - 40,越住金,VOIP用/CSC→CSVC胡志明市辦事處,甲機,0,019V607,0,102.04.10新裝,VOIP/F3陳俊良申請
●,6662,"330E - 41
330E - 107",F31,第一、二資訊大樓1F,乙機,1,008V412,0,,
●,5787,330E - 43,中越SINO,與中越SINO語音網路撥號線路,乙機,0,023V819,0,104.09.14增乙；100.02.11新裝,
●,5788,330E - 44,中越SINO,與中越SINO語音網路撥號線路,乙機,0,024V318,0,104.09.14增乙；100.02.11新裝,
●,6672,"330E - 45
330E - 108",F310,第二資訊大樓1F(第一資訊大樓4F),乙機,1,008V510,0,,
●,5760,330E - 46,中利凱瑞,重慶中利凱瑞汽車部件(IPVPN-2M),甲機,0,003V622,0,105.09.05-F3申請,
●,5292,330E - 5,F322,第二資訊大樓三樓機房,甲機,0,019V404,0,94.11.23裝；99.10.20更為甲線,主電腦磁碟機備援系統
●,5695,330E - 50,馬來西亞,,甲機,0,011V703,0,103.10.31,VoIP
●,2909,"330E - 6
330E-105",F322,第二資訊大樓一樓102室/第一資訊大樓4F,甲機,2,018V609,0,103.07.02申遷；,
●,5754,330E - 7,新眾,VOIP用/CSC→中國常州新眾精密合金鍛材,甲機,0,019V516,0,100.02.01新裝,VOIP/F3陳俊良申請
●,2048,"330E - 8
330E - 258",F322,第一資訊大樓四樓403室,甲機,1,018V503,0,,電腦作業課
●,2671,"330E - 9
330E - 259",F321,"第一資訊大樓117室,116室備援,夜間假日二資二樓",乙機,2,018V523,0,93.08拆副,全公司資訊服務台
,6769,330E-118,F34,F3第一資訊大樓3樓F34辦公室,甲機,0,011V716,0,113.08.13新增,
●,3417,330F1 - 1,Y461,NO.1 HSM F/M 維護辦公室,甲機,1,016V206,0,,
●,3325,330F1 - 101,Y462,DC GAUGE Room,乙機,0,001V624,0,105.12.28申乙；,
●,2046,330F1 - 102,Y461,鋼板廠Y461工具室,乙機,0,015V506,0,102.10.03新裝,
●,6959,330F1 - 103,Y462,熱軋一場精軋協力休息室2F,乙機,0,016V724,0,92.11.11新裝；99.11.29復機,
●,6826,330F1 - 104                    ,Y462,工具室/遷2F工程師室,甲機,0,016V708,8051226,105.07.29申DID:8051226-1000823遷；1011212遷,傳真機
●,2323,330F1 - 106,Y462,Y462會議室,甲機,2,015V505,0,991005增1副,
●,2559,330F1 - 110,Y462,電氣值班室,乙機,1,015V516,0,,96.06.29無線電話機
●,2904,330F1 - 111,Y411,鋼胚輸送站,乙機,0,016V102,0,,
●,2915,330F1 - 112,Y411,鋼胚儲存課二樓,甲機,1,016V105,0,,
●,6413,330F1 - 114,Y411,Y411二樓,乙機,1,016V622,0,,
●,2137,330F1 - 115,Y411,第一熱軋扁鋼胚儲存加熱課一樓,乙機,1,015V503,0,,
●,3293,330F1 - 116,Y411,扁鋼胚儲區辦公室,乙機,1,016V203,0,,
●,3902,330F1 - 117,Y411,加熱爐第二管制站,乙機,0,016V318,0,91.01.18新裝；92.12.18遷,
●,2851,330F1 - 122,W563,W563二股工房,甲機,1,015V713,0,,
●,2694,330F1 - 125,W531,熱軋水場控制室,甲機,0,015V607,0,,
●,6254,330F1 - 131,W565,中宇工房,乙機,0,016V613,0,,路燈檢修
●,6301,330F1 - 132,W516,泰全工寮,甲機,0,020V209,0,,
●,3797,330F1 - 136,W565,熱軋水場電氣維護間,甲機,2,016V309,0,,
●,2501,330F1 - 142,Y462,Y462二F電氣室/位於:熱軋北路W5變電所南側,乙機,0,015V508,0,1021029新裝,
●,2770,330F1 - 151,Y412,熱軋綜辦二樓場務室,乙機,0,015V621,0,,
●,3737,330F1 - 152,Y469,熱軋大樓四樓,甲機,0,016V305,0,,
●,2353,330F1 - 153,Y4S1,Y4熱軋大樓地下室(加熱爐改造辦公室),甲機,0,013V219,0,,
●,3916,330F1 - 154,T27,熱軋大樓1F,甲機,1,016V323,0,104.03.13增1副機；96.10.08增副;1011113拆1副,組長
●,6886,330F1 - 155,T27,熱軋大樓1F,甲機,1,017V103,0,103.04.25拆1副；92.06.09新裝,
●,5924,330F1 - 156,T27,熱軋大樓2F(T27辦公室),甲機,1,002V218,0,104.09.14更甲；104.03.13增乙+2副；1000805新裝,
●,2547,330F1 - 157,Y4,熱軋三樓,甲機,1,015V513,8051132,,廠長 8051132
●,2569,330F1 - 158,Y40,熱軋三樓,甲機,1,015V517,0,91.01.05增副,
●,2603,330F1 - 159,Y4S2,熱軋一樓,甲機,1,015V520,0,1000706增1副,
●,2858,330F1 - 160,Y469,熱軋綜辦四樓,甲機,1,015V714,0,,傳真機
●,2803,330F1 - 161,Y469,熱軋綜辦四樓,甲機,2,015V704,0,,
●,5917,330F1 - 162,Y4S1,Y4S1辦公室,甲機,1,016V511,0,1000926新裝,
●,2548,330F1 - 163,Y4S1,熱軋三樓,甲機,0,015V514,0,95.02.15拆副,
●,2029,330F1 - 164,Y4S,W4熱軋大樓三樓,乙機,0,015V501,0,,作業規畫課
●,6176,330F1 - 165,H24,Y4熱軋大樓辦公室四樓,甲機,1,016V607,0,103.10.22遷移；991229增1副,
●,2958,330F1 - 166,T27,熱軋大樓1F,甲機,1,016V114,0,103.04.25拆一副；,
●,2305,330F1 - 167,T27,熱軋大樓1F,甲機,1,015V504,0,103.04.25拆一副；,
●,2536,330F1 - 168,Y40,熱軋四樓、Y469辦公室,甲機,0,015V511,0,,
●,5372,330F1 - 169,T27,熱軋大樓1F,甲機,1,016V407,0,103.04.25拆一副；95.10.18裝；96.04.24拆；96.09.29新裝；96.10.08增副2；1011214遷,原V32
腳數可疑,2769,330F1 - 171,Y460,熱軋綜辦四樓、Y48熱軋大樓一樓,甲機,2,015V620,0,92.06.02遷副,副主任
●,6410,330F1 - 172,Y412,熱軋綜辦二樓股長室,乙機,2,016V620,0,,
●,6411,330F1 - 173,Y412,熱軋綜辦二樓股長室,乙機,1,016V621,0,,
●,5521,330F1 - 174,T27,熱軋大樓1F,甲機,1,016V415,0,103.04.25申1甲1副；97.05.05新裝,
●,2625,330F1 - 175,Y410,熱軋綜辦二樓主任室,甲機,1,015V523,0,91.01.05拆副,
●,2721,330F1 - 177,H242,Y4熱軋大樓辦公大樓4F 工業工程處辦公室,甲機,0,015V611,0,103.10.22遷移；103.03.07申1甲；93.08.02拆副,
●,2916,330F1 - 178,Y410,熱軋綜辦二樓副主任室,甲機,0,016V106,0,,
●,6147,330F1 - 179,Y40,熱軋四樓,甲機,0,016V601,0,94.08.11遷,
●,6191,330F1 - 180,Y460,熱軋四樓、小會議室,甲機,1,016V608,0,,傳真機
●,5654,330F1 - 181,Y412,熱軋綜辦二樓場務室,甲機,0,016V502,8051616,99.05.24裝；1000704增DID,FAX:DID：8051616
●,6106,330F1 - 183,Y4S,Y4三樓(傳真機用),甲機,0,016V520,8051174,97.01.14增副1,傳真機DID: 8051174
●,5492,330F1 - 185,T27,熱軋大樓1F,甲機,1,016V414,0,103.04.25申1甲1副；95.11.30更甲,
●,2814,330F1 - 187,Y4S2,熱軋一樓,甲機,2,015V706,0,97.10.21增副,
●,2614,330F1 - 188,Y4S2,熱軋一樓,甲機,2,015V521,0,1000706增1副,
●,6156,330F1 - 189,Y40,熱軋四樓,甲機,0,016V603,0,,
●,5936,330F1 - 190,T27,熱軋大樓1F,甲機,2,016V722,0,1000721新裝及加2副,
●,5857,330F1 - 191,T27,熱軋大樓1樓,甲機,2,013V109,0,101.09.25新裝計3支話機；1011214遷,
●,6199,330F1 - 192,Y460,熱軋四樓大會議,甲機,1,016V609,0,,傳真機
●,2581,330F1 - 193,Y4 A,熱軋三樓,甲機,1,015V518,8051141,91.01.05增副,副廠長 8051141
●,2871,330F1 - 194,Y412,熱軋綜辦二樓課長室,甲機,0,015V719,0,,
●,6951,330F1 - 195,Y4S1,熱軋三樓、,甲機,2,016V723,0,94.08.11遷；95.02.15增副；95.07.27改隸Y4S及遷副；98.04.14遷,1000926增1副
●,6118,330F1 - 196,Y412,熱軋綜辦二樓股長室,乙機,2,016V523,0,,
●,6155,330F1 - 198,Y4S1,熱軋三樓,甲機,2,016V602,0,98.04.14遷,
●,3725,330F1 - 199,Y460,熱軋大樓四樓,甲機,1,008V802,0,,主任
●,6068,330F1 - 2,Y461,D/C辦公室,甲機,1,016V518,0,,
,6747,330F1 - 200,T27,Y4大樓1樓會議室,乙機,0,009V416,0,,
●,2383,330F1 - 203,W511,主變電所,乙機,0,017V605,0,,
●,5524,330F1 - 251,Y422,OS204、301,乙機,1,016V416,0,97.04.11新裝,
●,5414,330F1 - 252,Y422,Y422辦公室,甲機,1,016V409,0,99.12.23裝,
●,2592,330F1 - 253,Y422,熱軋精整課、,甲機,1,015V519,0,103.06.27增1副；93.02.17更甲及拆副；96.07.26拆副,
●,3283,330F1 - 254,Y6P3,Y6P3辦公室,甲機,0,016V202,0,96.03.19遷；97.02.14遷,課長
●,2758,330F1 - 255,Y422,精整二課辦公室（Y422）,甲機,1,015V617,0,,
●,2193,330F1 - 256,Y422,Y422辦公室,甲機,0,022V805,0,103.07.03增甲,
●,5527,330F1 - 257,Y422,OS207、306,乙機,1,016V417,0,97.04.11新裝,
●,3619,330F1 - 259,T272,HGSL;LGSL 厚薄板剪切線,甲機,1,016V214,0,91.07.01新裝；1010418更甲,
●,6245,330F1 - 261,Y422,Y422辦公室,甲機,2,016V612,0,,
●,3130,330F1 - 262,Y465,機械維護辦公室,甲機,0,016V120,0,95.03.02拆副,
●,5214,330F1 - 263,Y422,#1 TNRL OS104控制室,甲機,0,016V403,0,94.04.13；96.05.21拆控；96.07.26新裝,原V54
●,5122,330F1 - 264,Y422,LGSL OS209、HGSL(OS304),乙機,1,016V402,0,93.02.17裝,
●,6467,330F1 - 266,Y465,熱軋精整機械辦公室*2支,甲機,2,016V704,0,105.10.11增設副機*1；03.17拆副1；1010903遷；1020715增1副,FAX：
●,6926,330F1 - 267,Y465,課長室,甲機,0,016V720,0,,
●,3150,330F1 - 268,Y421,出貨站,甲機,0,016V123,0,,
●,5345,330F1 - 269,Y465,北區輪班室,甲機,0,016V406,0,95.03.02新裝,
●,2932,330F1 - 270                       ,T272,值班室、電腦桌,甲機,1,016V109,0,96.12.05增副,
●,3935,330F1 - 271,C345,#32庫接收室;32庫休息室,甲機,1,016V324,0,92.12.04更甲;113.02.19增1副,
●,5901,330F1 - 272,Y466,Y466--HRF三樓302室,甲機,2,016V510,0,104.03.13增1副；1001114新裝,105.07.13增1無線副機
●,5526,330F1 - 273,Y422,OS216、310,乙機,1,016V521,0,97.04.11新裝,
●,5530,330F1 - 275,Y466,熱軋精整電氣辦公室3F,甲機,2,016V418,0,97.08.29新裝；97.11.20增副2,
●,5540,330F1 - 276,Y466,熱軋精整電氣辦公室3F,甲機,2,016V419,0,97.08.29新裝；97.11.20增副2,
●,3905,330F1 - 28,Y462,NO.1 HSM盤捲區新電氣室,乙機,1,016V319,0,105.09.01增1副；92.09.03新裝,
●,2804,330F1 - 281,Y465,機械維護辦公室,甲機,1,015V705,0,,
●,2783,330F1 - 283,Y466,熱軋精整電氣辦公室3F,甲機,0,015V624,0,,
●,3128,330F1 - 284,Y466,三階第二調質重捲線,甲機,2,016V119,0,,
●,6485,330F1 - 287,Y466,Y466,甲機,0,016V706,0,104.03.13拆1副；,傳真機
●,6297,330F1 - 290,Y466,HRF電氣維護值班室,甲機,2,016V618,0,91.07.01拆控；92.06.25遷；97.11.20增副2,
●,2056,330F1 - 291,Y421,Y421辦公室1F,甲機,0,017V317,0,102.10.01新裝,
●,2882,330F1 - 292,Y421,精整一課,甲機,1,016V509,0,,
●,5451,330F1 - 293,Y465,辦公室,甲機,2,016V412,0,95.10.14裝；96.08.20拆控；96.10.30新裝,原V51
●,2905,330F1 - 295,Y421,精整一課辦公室,甲機,1,016V103,0,,
●,6841,330F1 - 296,Y421,CGS電腦室,甲機,0,016V711,0,92.06.19新裝,
●,5778,330F1 - 297,Y421,Y421休息室(外搬作業派車站),乙機,1,016V508,0,100.04.01新裝,
●,2847,330F1 - 3,Y461,值班室、水系統辦公室,甲機,2,015V711,0,,
●,3434,330F1 - 32,Y421,鋼捲接收站,乙機,0,016V207,0,,
●,2869,330F1 - 33,T271,#1 HSM檢驗站,甲機,1,015V717,0,94.03.15遷,
●,6835,330F1 - 34,Y415,熱軋軋輥辦公室(課長),甲機,1,016V710,0,96.05.22遷及更甲,
●,2825,330F1 - 35,Y412,第一熱軋捲機控制室,乙機,0,015V707,0,,無線電話機
●,3726,330F1 - 36,Y412,第一熱軋熱軋鋼捲稱重室,乙機,0,016V221,0,,
●,2848,330F1 - 37,Y415,熱軋軋輥辦公室、領班室,甲機,3,015V712,0,,
●,3729,330F1 - 4,Y461,F/S精軋系統油壓室、F/M精軋辦公室,甲機,1,016V223,0,,
●,3739,330F1 - 40,Y415,熱軋軋輥辦公室(股長),乙機,2,016V306,0,,
●,2802,330F1 - 41,Y412,第一熱軋精軋控制室,乙機,1,015V703,0,,
●,2870,330F1 - 43,Y412,第一熱軋精軋控制室,甲機,2,015V718,0,102.02.19增1無線副機,無線電話機
●,2636,330F1 - 44,Y461,熱軋綜辦四樓,甲機,1,015V601,0,104.03.26增1副；,課長用
●,3736,"330F1 - 46
330F1 - 182",Y461,熱軋四樓,甲機,1,016V304,0,,傳真機
●,3901,330F1 - 47,Y411,加熱爐第一管制站,乙機,0,016V317,0,91.01.18新裝；92.12.18遷,
●,6865,330F1 - 48,Y415,領班室31磨床控制室,甲機,1,016V716,0,96.06.07拆；96.09.07新裝,原W391
●,5783,330F1 - 49,Y461,Y461工程師辦公室,甲機,2,020V413,0,104.03.26增甲+2副,
●,6917,330F1 - 5,Y461,工程師辦公室/一行316,甲機,0,016V718,0,1030207申甲；,會議室
●,2881,330F1 - 50,Y412,第一熱軋粗軋控制室,乙機,0,015V721,0,,無線電話機
●,2860,330F1 - 51,Y411,加熱爐控制室,乙機,1,015V716,0,,
●,6419,330F1 - 53,Y462,熱軋軋輥一場電氣維護室(#40磨床電氣室2F),乙機,0,020V416,0,105.08.17增乙；,
●,3984,330F1 - 54,Y461,爐區修護辦公室（股長）,甲機,0,016V514,0,91.07.12新裝,
●,5461,330F1 - 55,Y461,粗軋區機維輪班辦公室,乙機,0,016V413,0,95.10.14裝,
●,2892,330F1 - 56,Y411,鋼胚進爐出料控制室,乙機,0,015V723,0,,
●,3720,330F1 - 57,Y461,HSM R/M現場辦公室,乙機,2,016V219,0,94.06.30增副,
●,3735,330F1 - 59,Y461,爐區及水系統,甲機,2,016V303,0,,
●,2927,330F1 - 60,Y461,NO.1 HSM R/M 維護辦公室,甲機,2,016V108,0,94.06.30增副,
●,2760,330F1 - 61,Y462,熱軋電氣維護室,甲機,0,015V618,0,104.03.13-通知取消；104.03.06增1副；,96.06.29無線電話機
●,3960,330F1 - 62,Y462,股長辦公室,甲機,1,016V401,0,,96.06.29無線電話機
